state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Minnesota,Worthington Public Utilities,Electric,Muni,2018,April,5441,9,3,0.0016541077007903,0.000551369233596765,Minnesota,Worthington Public Utilities,2018,April,9,5441,0.0016541077007903
Minnesota,Worthington Public Utilities,Electric,Muni,2018,May,5454,14,7,0.00256692335900257,0.00128346167950128,Minnesota,Worthington Public Utilities,2018,May,14,5454,0.00256692335900257
Minnesota,Worthington Public Utilities,Electric,Muni,2018,June,5476,19,11,0.00346968590211833,0.00200876552227904,Minnesota,Worthington Public Utilities,2018,June,19,5476,0.00346968590211833
Minnesota,Worthington Public Utilities,Electric,Muni,2018,July,5456,11,6,0.00201612903225806,0.00109970674486804,Minnesota,Worthington Public Utilities,2018,July,11,5456,0.00201612903225806
Minnesota,Worthington Public Utilities,Electric,Muni,2018,August,5456,7,5,0.00128299120234604,0.000916422287390029,Minnesota,Worthington Public Utilities,2018,August,7,5456,0.00128299120234604
Minnesota,Worthington Public Utilities,Electric,Muni,2018,September,5469,18,15,0.00329127811300055,0.00274273176083379,Minnesota,Worthington Public Utilities,2018,September,18,5469,0.00329127811300055
Minnesota,Worthington Public Utilities,Electric,Muni,2018,October,5451,11,5,0.00201797835259585,0.00091726288754357,Minnesota,Worthington Public Utilities,2018,October,11,5451,0.00201797835259585
Minnesota,Worthington Public Utilities,Electric,Muni,2018,November,5452,11,6,0.00201760821716801,0.00110051357300073,Minnesota,Worthington Public Utilities,2018,November,11,5452,0.00201760821716801
Minnesota,Worthington Public Utilities,Electric,Muni,2018,December,5455,10,8,0.00183318056828598,0.00146654445462878,Minnesota,Worthington Public Utilities,2018,December,10,5455,0.00183318056828598
Minnesota,Worthington Public Utilities,Electric,Muni,2019,January,5459,15,9,0.00274775599926727,0.00164865359956036,Minnesota,Worthington Public Utilities,2019,January,15,5459,0.00274775599926727
Minnesota,Worthington Public Utilities,Electric,Muni,2019,February,5457,5,3,0.000916254352208173,0.000549752611324904,Minnesota,Worthington Public Utilities,2019,February,5,5457,0.000916254352208173
Minnesota,Worthington Public Utilities,Electric,Muni,2019,March,5465,8,7,0.00146386093321135,0.00128087831655993,Minnesota,Worthington Public Utilities,2019,March,8,5465,0.00146386093321135
Minnesota,Worthington Public Utilities,Electric,Muni,2019,April,5459,12,8,0.00219820479941381,0.00146546986627587,Minnesota,Worthington Public Utilities,2019,April,12,5459,0.00219820479941381
Minnesota,Worthington Public Utilities,Electric,Muni,2019,May,5465,18,11,0.00329368709972553,0.0020128087831656,Minnesota,Worthington Public Utilities,2019,May,18,5465,0.00329368709972553
Minnesota,Worthington Public Utilities,Electric,Muni,2019,June,5479,11,9,0.00200766563241467,0.00164263551743019,Minnesota,Worthington Public Utilities,2019,June,11,5479,0.00200766563241467
Minnesota,Worthington Public Utilities,Electric,Muni,2019,July,5466,12,7,0.0021953896816685,0.00128064398097329,Minnesota,Worthington Public Utilities,2019,July,12,5466,0.0021953896816685
Minnesota,Worthington Public Utilities,Electric,Muni,2019,August,5475,10,5,0.00182648401826484,0.00091324200913242,Minnesota,Worthington Public Utilities,2019,August,10,5475,0.00182648401826484
Minnesota,Worthington Public Utilities,Electric,Muni,2019,September,5477,6,4,0.00109549023187877,0.000730326821252511,Minnesota,Worthington Public Utilities,2019,September,6,5477,0.00109549023187877
Minnesota,Worthington Public Utilities,Electric,Muni,2019,October,5455,11,8,0.00201649862511457,0.00146654445462878,Minnesota,Worthington Public Utilities,2019,October,11,5455,0.00201649862511457
Minnesota,Worthington Public Utilities,Electric,Muni,2019,November,5456,15,13,0.00274926686217009,0.00238269794721408,Minnesota,Worthington Public Utilities,2019,November,15,5456,0.00274926686217009
Minnesota,Worthington Public Utilities,Electric,Muni,2019,December,5448,8,6,0.00146842878120411,0.00110132158590308,Minnesota,Worthington Public Utilities,2019,December,8,5448,0.00146842878120411
Minnesota,Worthington Public Utilities,Electric,Muni,2020,January,5451,1,0,0.000183452577508714,0,Minnesota,Worthington Public Utilities,2020,January,1,5451,0.000183452577508714
Minnesota,Worthington Public Utilities,Electric,Muni,2020,February,5455,6,2,0.00109990834097159,0.000366636113657195,Minnesota,Worthington Public Utilities,2020,February,6,5455,0.00109990834097159
Minnesota,Worthington Public Utilities,Electric,Muni,2020,March,5443,7,4,0.00128605548410803,0.000734888848061731,Minnesota,Worthington Public Utilities,2020,March,7,5443,0.00128605548410803
Minnesota,Worthington Public Utilities,Electric,Muni,2020,April,5451,0,0,0,0,Minnesota,Worthington Public Utilities,2020,April,0,5451,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,May,5468,1,1,0.000182882223847842,0.000182882223847842,Minnesota,Worthington Public Utilities,2020,May,1,5468,0.000182882223847842
Minnesota,Worthington Public Utilities,Electric,Muni,2020,June,5489,0,0,0,0,Minnesota,Worthington Public Utilities,2020,June,0,5489,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,July,5477,0,0,0,0,Minnesota,Worthington Public Utilities,2020,July,0,5477,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,August,5486,0,0,0,0,Minnesota,Worthington Public Utilities,2020,August,0,5486,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,September,5450,0,0,0,0,Minnesota,Worthington Public Utilities,2020,September,0,5450,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,October,5477,0,0,0,0,Minnesota,Worthington Public Utilities,2020,October,0,5477,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,November,5466,0,0,0,0,Minnesota,Worthington Public Utilities,2020,November,0,5466,0
Minnesota,Worthington Public Utilities,Electric,Muni,2020,December,5472,0,0,0,0,Minnesota,Worthington Public Utilities,2020,December,0,5472,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,January,5472,0,0,0,0,Minnesota,Worthington Public Utilities,2021,January,0,5472,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,February,5475,0,0,0,0,Minnesota,Worthington Public Utilities,2021,February,0,5475,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,March,5477,0,0,0,0,Minnesota,Worthington Public Utilities,2021,March,0,5477,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,April,5475,0,0,0,0,Minnesota,Worthington Public Utilities,2021,April,0,5475,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,May,5476,0,0,0,0,Minnesota,Worthington Public Utilities,2021,May,0,5476,0
Minnesota,Worthington Public Utilities,Electric,Muni,2021,June,5486,10,3,0.001822821728035,0.000546846518410499,Minnesota,Worthington Public Utilities,2021,June,10,5486,0.001822821728035
Minnesota,Worthington Public Utilities,Electric,Muni,2021,July,5515,20,16,0.00362647325475975,0.0029011786038078,Minnesota,Worthington Public Utilities,2021,July,20,5515,0.00362647325475975
Minnesota,Worthington Public Utilities,Electric,Muni,2021,August,5502,21,18,0.00381679389312977,0.00327153762268266,Minnesota,Worthington Public Utilities,2021,August,21,5502,0.00381679389312977
Minnesota,Worthington Public Utilities,Electric,Muni,2021,September,5509,14,8,0.00254129606099111,0.0014521691777092,Minnesota,Worthington Public Utilities,2021,September,14,5509,0.00254129606099111
Minnesota,Worthington Public Utilities,Electric,Muni,2021,October,5504,17,7,0.00308866279069767,0.0012718023255814,Minnesota,Worthington Public Utilities,2021,October,17,5504,0.00308866279069767
Minnesota,Worthington Public Utilities,Electric,Muni,2021,November,5505,17,8,0.00308810172570391,0.00145322434150772,Minnesota,Worthington Public Utilities,2021,November,17,5505,0.00308810172570391
Minnesota,Worthington Public Utilities,Electric,Muni,2021,December,5510,6,4,0.00108892921960073,0.000725952813067151,Minnesota,Worthington Public Utilities,2021,December,6,5510,0.00108892921960073
Minnesota,Worthington Public Utilities,Electric,Muni,2022,January,5522,4,4,0.000724375226367258,0.000724375226367258,Minnesota,Worthington Public Utilities,2022,January,4,5522,0.000724375226367258
Minnesota,Worthington Public Utilities,Electric,Muni,2022,February,5518,10,7,0.00181225081551287,0.00126857557085901,Minnesota,Worthington Public Utilities,2022,February,10,5518,0.00181225081551287
Minnesota,Worthington Public Utilities,Electric,Muni,2022,March,5516,15,14,0.00271936185641769,0.00253807106598985,Minnesota,Worthington Public Utilities,2022,March,15,5516,0.00271936185641769
Minnesota,Worthington Public Utilities,Electric,Muni,2022,April,5522,9,8,0.00162984425932633,0.00144875045273452,Minnesota,Worthington Public Utilities,2022,April,9,5522,0.00162984425932633
Minnesota,Worthington Public Utilities,Electric,Muni,2022,May,5505,11,7,0.00199818346957312,0.00127157129881926,Minnesota,Worthington Public Utilities,2022,May,11,5505,0.00199818346957312
Minnesota,Worthington Public Utilities,Electric,Muni,2022,June,5520,12,7,0.00217391304347826,0.00126811594202899,Minnesota,Worthington Public Utilities,2022,June,12,5520,0.00217391304347826
Minnesota,Worthington Public Utilities,Electric,Muni,2022,July,5527,8,2,0.00144743984078162,0.000361859960195404,Minnesota,Worthington Public Utilities,2022,July,8,5527,0.00144743984078162
Minnesota,Worthington Public Utilities,Electric,Muni,2022,August,5515,13,6,0.00235720761559384,0.00108794197642792,Minnesota,Worthington Public Utilities,2022,August,13,5515,0.00235720761559384
Minnesota,Worthington Public Utilities,Electric,Muni,2022,September,5527,14,7,0.00253301972136783,0.00126650986068392,Minnesota,Worthington Public Utilities,2022,September,14,5527,0.00253301972136783
Minnesota,Worthington Public Utilities,Electric,Muni,2022,October,5523,6,3,0.00108636610537751,0.000543183052688756,Minnesota,Worthington Public Utilities,2022,October,6,5523,0.00108636610537751
Minnesota,Worthington Public Utilities,Electric,Muni,2022,November,5512,8,4,0.00145137880986938,0.000725689404934688,Minnesota,Worthington Public Utilities,2022,November,8,5512,0.00145137880986938
Minnesota,Worthington Public Utilities,Electric,Muni,2022,December,5518,7,4,0.00126857557085901,0.000724900326205147,Minnesota,Worthington Public Utilities,2022,December,7,5518,0.00126857557085901
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,January,1254847,1118,563,0.000890945270618649,0.000448660274917978,Minnesota,Xcel Energy,2020,January,1118,1254847,0.000890945270618649
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,February,1257181,1110,663,0.000882927756623748,0.00052737036274013,Minnesota,Xcel Energy,2020,February,1110,1257181,0.000882927756623748
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,March,1258716,592,384,0.000470320548876792,0.000305072788460622,Minnesota,Xcel Energy,2020,March,592,1258716,0.000470320548876792
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,April,1258445,0,0,0,0,Minnesota,Xcel Energy,2020,April,0,1258445,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,May,1259297,0,0,0,0,Minnesota,Xcel Energy,2020,May,0,1259297,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,June,1260650,0,0,0,0,Minnesota,Xcel Energy,2020,June,0,1260650,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,July,1261067,0,0,0,0,Minnesota,Xcel Energy,2020,July,0,1261067,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,August,1261146,0,0,0,0,Minnesota,Xcel Energy,2020,August,0,1261146,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,September,,0,0,,,Minnesota,Xcel Energy,2020,September,0,,
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,October,1265807,0,0,0,0,Minnesota,Xcel Energy,2020,October,0,1265807,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,November,1268935,0,0,0,0,Minnesota,Xcel Energy,2020,November,0,1268935,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2020,December,1271372,0,0,0,0,Minnesota,Xcel Energy,2020,December,0,1271372,0
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,January,1294421,408,316,0.000315198841798766,0.000244124593157868,Minnesota,Xcel Energy,2022,January,408,1294421,0.000315198841798766
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,February,1296207,307,264,0.000236844886657764,0.000203671172891367,Minnesota,Xcel Energy,2022,February,307,1296207,0.000236844886657764
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,March,1296143,418,344,0.000322495280227568,0.00026540281434996,Minnesota,Xcel Energy,2022,March,418,1296143,0.000322495280227568
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,April,1299304,252,243,0.000193949991687858,0.000187023206270434,Minnesota,Xcel Energy,2022,April,252,1299304,0.000193949991687858
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,May,1299999,1630,1235,0.00125384711834394,0.000950000730769793,Minnesota,Xcel Energy,2022,May,1630,1299999,0.00125384711834394
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,June,1300116,1073,1065,0.000825310972251707,0.000819157675161293,Minnesota,Xcel Energy,2022,June,1073,1300116,0.000825310972251707
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,July,1301578,893,874,0.000686090268888995,0.000671492603593484,Minnesota,Xcel Energy,2022,July,893,1301578,0.000686090268888995
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,August,1301919,1063,719,0.000816487047197253,0.000552261699844614,Minnesota,Xcel Energy,2022,August,1063,1301919,0.000816487047197253
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,September,1303436,1058,1044,0.000811700766282349,0.000800959924384473,Minnesota,Xcel Energy,2022,September,1058,1303436,0.000811700766282349
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,October,1305088,548,446,0.000419895056885053,0.000341739407610828,Minnesota,Xcel Energy,2022,October,548,1305088,0.000419895056885053
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,November,,0,0,,,Minnesota,Xcel Energy,2022,November,0,,
Minnesota,Xcel Energy,Electric and Gas,IOU,2022,December,,0,0,,,Minnesota,Xcel Energy,2022,December,0,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,January,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,January,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,February,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,February,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,March,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,March,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,April,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,April,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,May,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,May,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,June,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,June,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,July,1066035,0,0,0,0,Missouri,Ameren Missouri,2019,July,0,1066035,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,August,1066035,9349,0,0.00876988091385367,0,Missouri,Ameren Missouri,2019,August,9349,1066035,0.00876988091385367
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,September,1066035,9454,0,0.00886837674185182,0,Missouri,Ameren Missouri,2019,September,9454,1066035,0.00886837674185182
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,October,1066035,9783,0,0.00917699700291266,0,Missouri,Ameren Missouri,2019,October,9783,1066035,0.00917699700291266
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,November,1066035,6704,0,0.00628872410380522,0,Missouri,Ameren Missouri,2019,November,6704,1066035,0.00628872410380522
Missouri,Ameren Missouri,Electric and Gas,IOU,2019,December,1066035,1988,0,0.0018648543434315,0,Missouri,Ameren Missouri,2019,December,1988,1066035,0.0018648543434315
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,January,1071999,3964,0,0.00369776464343717,0,Missouri,Ameren Missouri,2020,January,3964,1071999,0.00369776464343717
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,February,1071999,2624,0,0.0024477634773913,0,Missouri,Ameren Missouri,2020,February,2624,1071999,0.0024477634773913
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,March,1071999,8044,0,0.0075037383430395,0,Missouri,Ameren Missouri,2020,March,8044,1071999,0.0075037383430395
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,April,1071999,0,0,0,0,Missouri,Ameren Missouri,2020,April,0,1071999,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,May,1071999,0,0,0,0,Missouri,Ameren Missouri,2020,May,0,1071999,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,June,1071999,0,0,0,0,Missouri,Ameren Missouri,2020,June,0,1071999,0
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,July,1071999,354,0,0.000330224188641967,0,Missouri,Ameren Missouri,2020,July,354,1071999,0.000330224188641967
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,August,1071999,10066,0,0.00938993413240124,0,Missouri,Ameren Missouri,2020,August,10066,1071999,0.00938993413240124
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,September,1071999,16910,0,0.0157742684461459,0,Missouri,Ameren Missouri,2020,September,16910,1071999,0.0157742684461459
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,October,1071999,19356,0,0.0180559869925252,0,Missouri,Ameren Missouri,2020,October,19356,1071999,0.0180559869925252
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,November,1071999,10442,0,0.00974068072824695,0,Missouri,Ameren Missouri,2020,November,10442,1071999,0.00974068072824695
Missouri,Ameren Missouri,Electric and Gas,IOU,2020,December,1071999,2192,0,0.00204477802684517,0,Missouri,Ameren Missouri,2020,December,2192,1071999,0.00204477802684517
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,January,1077436,1660,0,0.00154069476052406,0,Missouri,Ameren Missouri,2021,January,1660,1077436,0.00154069476052406
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,February,1077436,2284,0,0.0021198474897813,0,Missouri,Ameren Missouri,2021,February,2284,1077436,0.0021198474897813
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,March,1077436,12886,0,0.0119598751109115,0,Missouri,Ameren Missouri,2021,March,12886,1077436,0.0119598751109115
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,April,1077436,9564,0,0.00887662933111572,0,Missouri,Ameren Missouri,2021,April,9564,1077436,0.00887662933111572
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,May,1077436,10924,0,0.0101388852794969,0,Missouri,Ameren Missouri,2021,May,10924,1077436,0.0101388852794969
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,June,1077436,9544,0,0.00885806674363953,0,Missouri,Ameren Missouri,2021,June,9544,1077436,0.00885806674363953
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,July,1077436,11444,0,0.0106215125538779,0,Missouri,Ameren Missouri,2021,July,11444,1077436,0.0106215125538779
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,August,1077436,16510,0,0.0153234159615977,0,Missouri,Ameren Missouri,2021,August,16510,1077436,0.0153234159615977
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,September,1077436,24100,0,0.0223679179088131,0,Missouri,Ameren Missouri,2021,September,24100,1077436,0.0223679179088131
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,October,1077436,23736,0,0.0220300788167464,0,Missouri,Ameren Missouri,2021,October,23736,1077436,0.0220300788167464
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,November,1077436,6320,0,0.00586577764247714,0,Missouri,Ameren Missouri,2021,November,6320,1077436,0.00586577764247714
Missouri,Ameren Missouri,Electric and Gas,IOU,2021,December,1077436,8700,0,0.00807472555214417,0,Missouri,Ameren Missouri,2021,December,8700,1077436,0.00807472555214417
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,January,,186,0,,,Missouri,Ameren Missouri,2022,January,186,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,February,,6308,0,,,Missouri,Ameren Missouri,2022,February,6308,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,March,,6594,0,,,Missouri,Ameren Missouri,2022,March,6594,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,April,,22118,0,,,Missouri,Ameren Missouri,2022,April,22118,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,May,,16934,0,,,Missouri,Ameren Missouri,2022,May,16934,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,June,,16944,0,,,Missouri,Ameren Missouri,2022,June,16944,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,July,,7804,0,,,Missouri,Ameren Missouri,2022,July,7804,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,August,,2594,0,,,Missouri,Ameren Missouri,2022,August,2594,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,September,,9445,0,,,Missouri,Ameren Missouri,2022,September,9445,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,October,,0,0,,,Missouri,Ameren Missouri,2022,October,0,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,November,,0,0,,,Missouri,Ameren Missouri,2022,November,0,,
Missouri,Ameren Missouri,Electric and Gas,IOU,2022,December,,0,0,,,Missouri,Ameren Missouri,2022,December,0,,
Missouri,City Utilities of Springfield,Electric,Muni,2022,April,,3115,0,,,Missouri,City Utilities of Springfield,2022,April,3115,,
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,January,169378,0,0,0,0,Missouri,City Utilities of Springfield,2010,January,0,169378,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,February,169451,0,0,0,0,Missouri,City Utilities of Springfield,2010,February,0,169451,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,March,169511,0,0,0,0,Missouri,City Utilities of Springfield,2010,March,0,169511,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,April,169560,0,0,0,0,Missouri,City Utilities of Springfield,2010,April,0,169560,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,May,169592,0,0,0,0,Missouri,City Utilities of Springfield,2010,May,0,169592,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,June,169624,0,0,0,0,Missouri,City Utilities of Springfield,2010,June,0,169624,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,July,169664,0,0,0,0,Missouri,City Utilities of Springfield,2010,July,0,169664,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,August,169686,0,0,0,0,Missouri,City Utilities of Springfield,2010,August,0,169686,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,September,169702,0,0,0,0,Missouri,City Utilities of Springfield,2010,September,0,169702,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,October,169708,0,0,0,0,Missouri,City Utilities of Springfield,2010,October,0,169708,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,November,169722,0,0,0,0,Missouri,City Utilities of Springfield,2010,November,0,169722,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2010,December,169735,0,0,0,0,Missouri,City Utilities of Springfield,2010,December,0,169735,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,January,169752,0,0,0,0,Missouri,City Utilities of Springfield,2011,January,0,169752,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,February,169764,0,0,0,0,Missouri,City Utilities of Springfield,2011,February,0,169764,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,March,169780,0,0,0,0,Missouri,City Utilities of Springfield,2011,March,0,169780,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,April,169765,0,0,0,0,Missouri,City Utilities of Springfield,2011,April,0,169765,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,May,169763,0,0,0,0,Missouri,City Utilities of Springfield,2011,May,0,169763,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,June,169761,0,0,0,0,Missouri,City Utilities of Springfield,2011,June,0,169761,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,July,169781,0,0,0,0,Missouri,City Utilities of Springfield,2011,July,0,169781,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,August,169791,0,0,0,0,Missouri,City Utilities of Springfield,2011,August,0,169791,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,September,169812,0,0,0,0,Missouri,City Utilities of Springfield,2011,September,0,169812,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,October,169822,0,0,0,0,Missouri,City Utilities of Springfield,2011,October,0,169822,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,November,169839,0,0,0,0,Missouri,City Utilities of Springfield,2011,November,0,169839,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2011,December,169848,0,0,0,0,Missouri,City Utilities of Springfield,2011,December,0,169848,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,January,169851,0,0,0,0,Missouri,City Utilities of Springfield,2012,January,0,169851,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,February,169919,0,0,0,0,Missouri,City Utilities of Springfield,2012,February,0,169919,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,March,169878,0,0,0,0,Missouri,City Utilities of Springfield,2012,March,0,169878,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,April,169904,0,0,0,0,Missouri,City Utilities of Springfield,2012,April,0,169904,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,May,169878,0,0,0,0,Missouri,City Utilities of Springfield,2012,May,0,169878,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,June,169969,0,0,0,0,Missouri,City Utilities of Springfield,2012,June,0,169969,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,July,170002,0,0,0,0,Missouri,City Utilities of Springfield,2012,July,0,170002,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,August,170040,0,0,0,0,Missouri,City Utilities of Springfield,2012,August,0,170040,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,September,170068,0,0,0,0,Missouri,City Utilities of Springfield,2012,September,0,170068,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,October,170106,0,0,0,0,Missouri,City Utilities of Springfield,2012,October,0,170106,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,November,170138,0,0,0,0,Missouri,City Utilities of Springfield,2012,November,0,170138,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2012,December,170188,0,0,0,0,Missouri,City Utilities of Springfield,2012,December,0,170188,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,January,170241,0,0,0,0,Missouri,City Utilities of Springfield,2013,January,0,170241,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,February,170308,0,0,0,0,Missouri,City Utilities of Springfield,2013,February,0,170308,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,March,170366,0,0,0,0,Missouri,City Utilities of Springfield,2013,March,0,170366,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,April,170433,0,0,0,0,Missouri,City Utilities of Springfield,2013,April,0,170433,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,May,170366,0,0,0,0,Missouri,City Utilities of Springfield,2013,May,0,170366,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,June,170563,0,0,0,0,Missouri,City Utilities of Springfield,2013,June,0,170563,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,July,170606,0,0,0,0,Missouri,City Utilities of Springfield,2013,July,0,170606,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,August,170671,0,0,0,0,Missouri,City Utilities of Springfield,2013,August,0,170671,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,September,170749,0,0,0,0,Missouri,City Utilities of Springfield,2013,September,0,170749,0
