state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,April,11118,27,18,0.00242849433351322,0.00161899622234215,Vermont,Washington Electric Cooperative,2019,April,27,11118,0.00242849433351322
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,May,11135,23,20,0.0020655590480467,0.0017961383026493,Vermont,Washington Electric Cooperative,2019,May,23,11135,0.0020655590480467
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,June,11147,13,11,0.00116623306719297,0.000986812595317126,Vermont,Washington Electric Cooperative,2019,June,13,11147,0.00116623306719297
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,July,11161,20,20,0.00179195412597438,0.00179195412597438,Vermont,Washington Electric Cooperative,2019,July,20,11161,0.00179195412597438
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,August,11174,14,11,0.00125290853767675,0.000984428136746018,Vermont,Washington Electric Cooperative,2019,August,14,11174,0.00125290853767675
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,September,11181,13,10,0.00116268670065289,0.00089437438511761,Vermont,Washington Electric Cooperative,2019,September,13,11181,0.00116268670065289
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,October,11135,15,13,0.00134710372698698,0.00116748989672205,Vermont,Washington Electric Cooperative,2019,October,15,11135,0.00134710372698698
Vermont,Washington Electric Cooperative,Electric,Co-op,2019,November,11177,2,2,0.000178938892368256,0.000178938892368256,Vermont,Washington Electric Cooperative,2019,November,2,11177,0.000178938892368256
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,January,11186,0,0,0,0,Vermont,Washington Electric Cooperative,2020,January,0,11186,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,February,11186,2,1,0.000178794922224209,8.93974611121044e-05,Vermont,Washington Electric Cooperative,2020,February,2,11186,0.000178794922224209
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,March,11190,1,1,8.93655049151028e-05,8.93655049151028e-05,Vermont,Washington Electric Cooperative,2020,March,1,11190,8.93655049151028e-05
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,April,11197,0,0,0,0,Vermont,Washington Electric Cooperative,2020,April,0,11197,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,May,11214,0,0,0,0,Vermont,Washington Electric Cooperative,2020,May,0,11214,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,June,11253,0,0,0,0,Vermont,Washington Electric Cooperative,2020,June,0,11253,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,July,11261,0,0,0,0,Vermont,Washington Electric Cooperative,2020,July,0,11261,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,August,11273,0,0,0,0,Vermont,Washington Electric Cooperative,2020,August,0,11273,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,September,11281,0,0,0,0,Vermont,Washington Electric Cooperative,2020,September,0,11281,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,October,11275,0,0,0,0,Vermont,Washington Electric Cooperative,2020,October,0,11275,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,November,11276,0,0,0,0,Vermont,Washington Electric Cooperative,2020,November,0,11276,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2020,December,11293,0,0,0,0,Vermont,Washington Electric Cooperative,2020,December,0,11293,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,January,11293,0,0,0,0,Vermont,Washington Electric Cooperative,2021,January,0,11293,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,February,11296,0,0,0,0,Vermont,Washington Electric Cooperative,2021,February,0,11296,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,March,11303,0,0,0,0,Vermont,Washington Electric Cooperative,2021,March,0,11303,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,April,11318,0,0,0,0,Vermont,Washington Electric Cooperative,2021,April,0,11318,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,May,11328,0,0,0,0,Vermont,Washington Electric Cooperative,2021,May,0,11328,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,June,11333,0,0,0,0,Vermont,Washington Electric Cooperative,2021,June,0,11333,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,July,11336,0,0,0,0,Vermont,Washington Electric Cooperative,2021,July,0,11336,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,August,11360,0,0,0,0,Vermont,Washington Electric Cooperative,2021,August,0,11360,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,September,11373,0,0,0,0,Vermont,Washington Electric Cooperative,2021,September,0,11373,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,October,11363,0,0,0,0,Vermont,Washington Electric Cooperative,2021,October,0,11363,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,November,11366,0,0,0,0,Vermont,Washington Electric Cooperative,2021,November,0,11366,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2021,December,11368,0,0,0,0,Vermont,Washington Electric Cooperative,2021,December,0,11368,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,January,11376,0,0,0,0,Vermont,Washington Electric Cooperative,2022,January,0,11376,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,February,11382,0,0,0,0,Vermont,Washington Electric Cooperative,2022,February,0,11382,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,March,11383,0,0,0,0,Vermont,Washington Electric Cooperative,2022,March,0,11383,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,April,11387,19,9,0.00166856942126987,0.00079037498902257,Vermont,Washington Electric Cooperative,2022,April,19,11387,0.00166856942126987
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,May,11404,21,10,0.00184145913714486,0.000876885303402315,Vermont,Washington Electric Cooperative,2022,May,21,11404,0.00184145913714486
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,June,11408,18,10,0.00157784011220196,0.000876577840112202,Vermont,Washington Electric Cooperative,2022,June,18,11408,0.00157784011220196
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,July,11412,7,7,0.000613389414651244,0.000613389414651244,Vermont,Washington Electric Cooperative,2022,July,7,11412,0.000613389414651244
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,August,11417,21,19,0.00183936235438381,0.00166418498729964,Vermont,Washington Electric Cooperative,2022,August,21,11417,0.00183936235438381
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,September,11419,9,8,0.000788160084070409,0.000700586741395919,Vermont,Washington Electric Cooperative,2022,September,9,11419,0.000788160084070409
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,October,11411,11,9,0.000963982122513364,0.000788712645692753,Vermont,Washington Electric Cooperative,2022,October,11,11411,0.000963982122513364
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,November,11410,0,0,0,0,Vermont,Washington Electric Cooperative,2022,November,0,11410,0
Vermont,Washington Electric Cooperative,Electric,Co-op,2022,December,11420,2,1,0.000175131348511384,8.75656742556918e-05,Vermont,Washington Electric Cooperative,2022,December,2,11420,0.000175131348511384
Vermont,Washington Electric Cooperative,Electric,Co-op,2023,January,11423,2,2,0.000175085354110129,0.000175085354110129,Vermont,Washington Electric Cooperative,2023,January,2,11423,0.000175085354110129
Vermont,Washington Electric Cooperative,Electric,Co-op,2023,February,11431,4,3,0.00034992564080133,0.000262444230600997,Vermont,Washington Electric Cooperative,2023,February,4,11431,0.00034992564080133
Virginia,Appalachian Power,Electric,IOU,2009,January,,91,0,,,Virginia,Appalachian Power,2009,January,91,,
Virginia,Appalachian Power,Electric,IOU,2009,February,,59,0,,,Virginia,Appalachian Power,2009,February,59,,
Virginia,Appalachian Power,Electric,IOU,2009,March,,1692,0,,,Virginia,Appalachian Power,2009,March,1692,,
Virginia,Appalachian Power,Electric,IOU,2009,April,,4854,0,,,Virginia,Appalachian Power,2009,April,4854,,
Virginia,Appalachian Power,Electric,IOU,2009,May,,4020,0,,,Virginia,Appalachian Power,2009,May,4020,,
Virginia,Appalachian Power,Electric,IOU,2009,June,,2937,0,,,Virginia,Appalachian Power,2009,June,2937,,
Virginia,Appalachian Power,Electric,IOU,2009,July,,2143,0,,,Virginia,Appalachian Power,2009,July,2143,,
Virginia,Appalachian Power,Electric,IOU,2009,August,,2445,0,,,Virginia,Appalachian Power,2009,August,2445,,
Virginia,Appalachian Power,Electric,IOU,2009,September,,2829,0,,,Virginia,Appalachian Power,2009,September,2829,,
Virginia,Appalachian Power,Electric,IOU,2009,October,,2349,0,,,Virginia,Appalachian Power,2009,October,2349,,
Virginia,Appalachian Power,Electric,IOU,2009,November,,1273,0,,,Virginia,Appalachian Power,2009,November,1273,,
Virginia,Appalachian Power,Electric,IOU,2009,December,,236,0,,,Virginia,Appalachian Power,2009,December,236,,
Virginia,Appalachian Power,Electric,IOU,2010,January,445929,11,0,2.466760403562e-05,0,Virginia,Appalachian Power,2010,January,11,445929,2.466760403562e-05
Virginia,Appalachian Power,Electric,IOU,2010,February,445929,0,0,0,0,Virginia,Appalachian Power,2010,February,0,445929,0
Virginia,Appalachian Power,Electric,IOU,2010,March,445929,0,0,0,0,Virginia,Appalachian Power,2010,March,0,445929,0
Virginia,Appalachian Power,Electric,IOU,2010,April,445929,2,0,4.48501891556728e-06,0,Virginia,Appalachian Power,2010,April,2,445929,4.48501891556728e-06
Virginia,Appalachian Power,Electric,IOU,2010,May,445929,2239,0,0.00502097867597757,0,Virginia,Appalachian Power,2010,May,2239,445929,0.00502097867597757
Virginia,Appalachian Power,Electric,IOU,2010,June,445929,2122,0,0.00475860506941688,0,Virginia,Appalachian Power,2010,June,2122,445929,0.00475860506941688
Virginia,Appalachian Power,Electric,IOU,2010,July,445929,2767,0,0.00620502366968733,0,Virginia,Appalachian Power,2010,July,2767,445929,0.00620502366968733
Virginia,Appalachian Power,Electric,IOU,2010,August,445929,2851,0,0.00639339446414115,0,Virginia,Appalachian Power,2010,August,2851,445929,0.00639339446414115
Virginia,Appalachian Power,Electric,IOU,2010,September,445929,3405,0,0.00763574470375329,0,Virginia,Appalachian Power,2010,September,3405,445929,0.00763574470375329
Virginia,Appalachian Power,Electric,IOU,2010,October,445929,3185,0,0.00714239262304089,0,Virginia,Appalachian Power,2010,October,3185,445929,0.00714239262304089
Virginia,Appalachian Power,Electric,IOU,2010,November,445929,2191,0,0.00491333822200395,0,Virginia,Appalachian Power,2010,November,2191,445929,0.00491333822200395
Virginia,Appalachian Power,Electric,IOU,2010,December,445929,9,0,2.01825851200527e-05,0,Virginia,Appalachian Power,2010,December,9,445929,2.01825851200527e-05
Virginia,Appalachian Power,Electric,IOU,2011,January,446129,35,0,7.84526448628087e-05,0,Virginia,Appalachian Power,2011,January,35,446129,7.84526448628087e-05
Virginia,Appalachian Power,Electric,IOU,2011,February,446129,51,0,0.000114316711085807,0,Virginia,Appalachian Power,2011,February,51,446129,0.000114316711085807
Virginia,Appalachian Power,Electric,IOU,2011,March,446129,1371,0,0.00307310217448317,0,Virginia,Appalachian Power,2011,March,1371,446129,0.00307310217448317
Virginia,Appalachian Power,Electric,IOU,2011,April,446129,2777,0,0.00622465699382914,0,Virginia,Appalachian Power,2011,April,2777,446129,0.00622465699382914
Virginia,Appalachian Power,Electric,IOU,2011,May,446129,2273,0,0.00509493890780469,0,Virginia,Appalachian Power,2011,May,2273,446129,0.00509493890780469
Virginia,Appalachian Power,Electric,IOU,2011,June,446129,2776,0,0.0062224154896902,0,Virginia,Appalachian Power,2011,June,2776,446129,0.0062224154896902
Virginia,Appalachian Power,Electric,IOU,2011,July,446129,1105,0,0.00247686207352582,0,Virginia,Appalachian Power,2011,July,1105,446129,0.00247686207352582
Virginia,Appalachian Power,Electric,IOU,2011,August,446129,2198,0,0.00492682609738439,0,Virginia,Appalachian Power,2011,August,2198,446129,0.00492682609738439
Virginia,Appalachian Power,Electric,IOU,2011,September,446129,2267,0,0.00508148988297107,0,Virginia,Appalachian Power,2011,September,2267,446129,0.00508148988297107
Virginia,Appalachian Power,Electric,IOU,2011,October,446129,2471,0,0.0055387567273143,0,Virginia,Appalachian Power,2011,October,2471,446129,0.0055387567273143
Virginia,Appalachian Power,Electric,IOU,2011,November,446129,1369,0,0.00306861916620529,0,Virginia,Appalachian Power,2011,November,1369,446129,0.00306861916620529
Virginia,Appalachian Power,Electric,IOU,2011,December,446129,368,0,0.00082487352312896,0,Virginia,Appalachian Power,2011,December,368,446129,0.00082487352312896
Virginia,Appalachian Power,Electric,IOU,2012,January,447138,84,0,0.000187861465587805,0,Virginia,Appalachian Power,2012,January,84,447138,0.000187861465587805
Virginia,Appalachian Power,Electric,IOU,2012,February,447437,454,0,0.00101466798677803,0,Virginia,Appalachian Power,2012,February,454,447437,0.00101466798677803
Virginia,Appalachian Power,Electric,IOU,2012,March,447024,2202,0,0.00492591001825405,0,Virginia,Appalachian Power,2012,March,2202,447024,0.00492591001825405
Virginia,Appalachian Power,Electric,IOU,2012,April,446365,2321,0,0.0051997804487359,0,Virginia,Appalachian Power,2012,April,2321,446365,0.0051997804487359
Virginia,Appalachian Power,Electric,IOU,2012,May,446186,2512,0,0.00562993908370052,0,Virginia,Appalachian Power,2012,May,2512,446186,0.00562993908370052
Virginia,Appalachian Power,Electric,IOU,2012,June,445967,1894,0,0.00424695100758576,0,Virginia,Appalachian Power,2012,June,1894,445967,0.00424695100758576
Virginia,Appalachian Power,Electric,IOU,2012,July,446835,1,0,2.23796255888639e-06,0,Virginia,Appalachian Power,2012,July,1,446835,2.23796255888639e-06
Virginia,Appalachian Power,Electric,IOU,2012,August,446747,2400,0,0.00537216813990917,0,Virginia,Appalachian Power,2012,August,2400,446747,0.00537216813990917
Virginia,Appalachian Power,Electric,IOU,2012,September,446793,1477,0,0.00330578142450755,0,Virginia,Appalachian Power,2012,September,1477,446793,0.00330578142450755
Virginia,Appalachian Power,Electric,IOU,2012,October,446622,1873,0,0.00419370295238479,0,Virginia,Appalachian Power,2012,October,1873,446622,0.00419370295238479
Virginia,Appalachian Power,Electric,IOU,2012,November,447277,270,0,0.000603652769983701,0,Virginia,Appalachian Power,2012,November,270,447277,0.000603652769983701
Virginia,Appalachian Power,Electric,IOU,2012,December,447282,687,0,0.00153594376701946,0,Virginia,Appalachian Power,2012,December,687,447282,0.00153594376701946
Virginia,Appalachian Power,Electric,IOU,2013,January,447804,967,0,0.00215942689212245,0,Virginia,Appalachian Power,2013,January,967,447804,0.00215942689212245
Virginia,Appalachian Power,Electric,IOU,2013,February,447896,440,0,0.000982370907532106,0,Virginia,Appalachian Power,2013,February,440,447896,0.000982370907532106
Virginia,Appalachian Power,Electric,IOU,2013,March,448025,564,0,0.00125885832263825,0,Virginia,Appalachian Power,2013,March,564,448025,0.00125885832263825
Virginia,Appalachian Power,Electric,IOU,2013,April,447580,2666,0,0.00595647705438134,0,Virginia,Appalachian Power,2013,April,2666,447580,0.00595647705438134
Virginia,Appalachian Power,Electric,IOU,2013,May,446627,1815,0,0.00406379372496513,0,Virginia,Appalachian Power,2013,May,1815,446627,0.00406379372496513
Virginia,Appalachian Power,Electric,IOU,2013,June,446698,1226,0,0.00274458358891242,0,Virginia,Appalachian Power,2013,June,1226,446698,0.00274458358891242
Virginia,Appalachian Power,Electric,IOU,2013,July,446965,1174,0,0.00262660387278646,0,Virginia,Appalachian Power,2013,July,1174,446965,0.00262660387278646
Virginia,Appalachian Power,Electric,IOU,2013,August,446856,1561,0,0.00349329537927207,0,Virginia,Appalachian Power,2013,August,1561,446856,0.00349329537927207
Virginia,Appalachian Power,Electric,IOU,2013,September,447034,1225,0,0.00274028373680749,0,Virginia,Appalachian Power,2013,September,1225,447034,0.00274028373680749
Virginia,Appalachian Power,Electric,IOU,2013,October,447395,1540,0,0.00344214843706345,0,Virginia,Appalachian Power,2013,October,1540,447395,0.00344214843706345
Virginia,Appalachian Power,Electric,IOU,2013,November,447798,654,0,0.00146047994854823,0,Virginia,Appalachian Power,2013,November,654,447798,0.00146047994854823
Virginia,Appalachian Power,Electric,IOU,2013,December,448455,396,0,0.000883031742315282,0,Virginia,Appalachian Power,2013,December,396,448455,0.000883031742315282
Virginia,Appalachian Power,Electric,IOU,2014,January,448820,210,0,0.000467893587629785,0,Virginia,Appalachian Power,2014,January,210,448820,0.000467893587629785
Virginia,Appalachian Power,Electric,IOU,2014,February,449039,764,0,0.00170141123599509,0,Virginia,Appalachian Power,2014,February,764,449039,0.00170141123599509
Virginia,Appalachian Power,Electric,IOU,2014,March,448766,2059,0,0.00458813724747419,0,Virginia,Appalachian Power,2014,March,2059,448766,0.00458813724747419
Virginia,Appalachian Power,Electric,IOU,2014,April,448277,3789,0,0.00845236315938583,0,Virginia,Appalachian Power,2014,April,3789,448277,0.00845236315938583
Virginia,Appalachian Power,Electric,IOU,2014,May,446898,2362,0,0.00528532237781328,0,Virginia,Appalachian Power,2014,May,2362,446898,0.00528532237781328
Virginia,Appalachian Power,Electric,IOU,2014,June,445532,1940,0,0.00435434491798569,0,Virginia,Appalachian Power,2014,June,1940,445532,0.00435434491798569
Virginia,Appalachian Power,Electric,IOU,2014,July,446810,1868,0,0.00418074796893534,0,Virginia,Appalachian Power,2014,July,1868,446810,0.00418074796893534
Virginia,Appalachian Power,Electric,IOU,2014,August,446811,1640,0,0.00367045574079421,0,Virginia,Appalachian Power,2014,August,1640,446811,0.00367045574079421
Virginia,Appalachian Power,Electric,IOU,2014,September,447754,1606,0,0.00358679096110811,0,Virginia,Appalachian Power,2014,September,1606,447754,0.00358679096110811
Virginia,Appalachian Power,Electric,IOU,2014,October,447700,1771,0,0.00395577395577396,0,Virginia,Appalachian Power,2014,October,1771,447700,0.00395577395577396
Virginia,Appalachian Power,Electric,IOU,2014,November,448079,587,0,0.00131003684618114,0,Virginia,Appalachian Power,2014,November,587,448079,0.00131003684618114
Virginia,Appalachian Power,Electric,IOU,2014,December,448709,301,0,0.000670813377935366,0,Virginia,Appalachian Power,2014,December,301,448709,0.000670813377935366
Virginia,Appalachian Power,Electric,IOU,2015,January,449469,384,0,0.00085434145625171,0,Virginia,Appalachian Power,2015,January,384,449469,0.00085434145625171
Virginia,Appalachian Power,Electric,IOU,2015,February,449332,154,0,0.000342730987332307,0,Virginia,Appalachian Power,2015,February,154,449332,0.000342730987332307
Virginia,Appalachian Power,Electric,IOU,2015,March,449167,3008,0,0.00669684104130535,0,Virginia,Appalachian Power,2015,March,3008,449167,0.00669684104130535
Virginia,Appalachian Power,Electric,IOU,2015,April,447969,3597,0,0.00802957347495028,0,Virginia,Appalachian Power,2015,April,3597,447969,0.00802957347495028
Virginia,Appalachian Power,Electric,IOU,2015,May,447200,3140,0,0.00702146690518784,0,Virginia,Appalachian Power,2015,May,3140,447200,0.00702146690518784
Virginia,Appalachian Power,Electric,IOU,2015,June,447401,3628,0,0.00810905652870691,0,Virginia,Appalachian Power,2015,June,3628,447401,0.00810905652870691
Virginia,Appalachian Power,Electric,IOU,2015,July,447477,3227,0,0.00721154383353781,0,Virginia,Appalachian Power,2015,July,3227,447477,0.00721154383353781
Virginia,Appalachian Power,Electric,IOU,2015,August,448167,4044,0,0.00902342207257562,0,Virginia,Appalachian Power,2015,August,4044,448167,0.00902342207257562
Virginia,Appalachian Power,Electric,IOU,2015,September,448175,3866,0,0.00862609471746528,0,Virginia,Appalachian Power,2015,September,3866,448175,0.00862609471746528
Virginia,Appalachian Power,Electric,IOU,2015,October,448266,3094,0,0.00690215184734064,0,Virginia,Appalachian Power,2015,October,3094,448266,0.00690215184734064
Virginia,Appalachian Power,Electric,IOU,2015,November,448750,1884,0,0.0041983286908078,0,Virginia,Appalachian Power,2015,November,1884,448750,0.0041983286908078
Virginia,Appalachian Power,Electric,IOU,2015,December,449451,626,0,0.00139281033972558,0,Virginia,Appalachian Power,2015,December,626,449451,0.00139281033972558
Virginia,Appalachian Power,Electric,IOU,2016,January,449906,113,0,0.000251163576391513,0,Virginia,Appalachian Power,2016,January,113,449906,0.000251163576391513
Virginia,Appalachian Power,Electric,IOU,2016,February,450053,718,0,0.00159536765669821,0,Virginia,Appalachian Power,2016,February,718,450053,0.00159536765669821
Virginia,Appalachian Power,Electric,IOU,2016,March,449887,2553,0,0.00567475832820242,0,Virginia,Appalachian Power,2016,March,2553,449887,0.00567475832820242
Virginia,Appalachian Power,Electric,IOU,2016,April,449290,3825,0,0.00851343230430234,0,Virginia,Appalachian Power,2016,April,3825,449290,0.00851343230430234
Virginia,Appalachian Power,Electric,IOU,2016,May,448651,3665,0,0.00816893309053139,0,Virginia,Appalachian Power,2016,May,3665,448651,0.00816893309053139
Virginia,Appalachian Power,Electric,IOU,2016,June,448620,3715,0,0.00828095047033124,0,Virginia,Appalachian Power,2016,June,3715,448620,0.00828095047033124
Virginia,Appalachian Power,Electric,IOU,2016,July,449072,2552,0,0.00568283037018563,0,Virginia,Appalachian Power,2016,July,2552,449072,0.00568283037018563
Virginia,Appalachian Power,Electric,IOU,2016,August,449955,3696,0,0.00821415474880821,0,Virginia,Appalachian Power,2016,August,3696,449955,0.00821415474880821
Virginia,Appalachian Power,Electric,IOU,2016,September,449890,3061,0,0.00680388539420747,0,Virginia,Appalachian Power,2016,September,3061,449890,0.00680388539420747
Virginia,Appalachian Power,Electric,IOU,2016,October,450054,2576,0,0.00572375759353322,0,Virginia,Appalachian Power,2016,October,2576,450054,0.00572375759353322
Virginia,Appalachian Power,Electric,IOU,2016,November,450287,1196,0,0.00265608378656279,0,Virginia,Appalachian Power,2016,November,1196,450287,0.00265608378656279
Virginia,Appalachian Power,Electric,IOU,2016,December,451099,363,0,0.000804701407008218,0,Virginia,Appalachian Power,2016,December,363,451099,0.000804701407008218
Virginia,Appalachian Power,Electric,IOU,2017,January,451312,894,0,0.00198089126812493,0,Virginia,Appalachian Power,2017,January,894,451312,0.00198089126812493
Virginia,Appalachian Power,Electric,IOU,2017,February,451355,1286,0,0.00284919852444307,0,Virginia,Appalachian Power,2017,February,1286,451355,0.00284919852444307
Virginia,Appalachian Power,Electric,IOU,2017,March,451515,1657,0,0.00366986700331108,0,Virginia,Appalachian Power,2017,March,1657,451515,0.00366986700331108
Virginia,Appalachian Power,Electric,IOU,2017,April,450647,3046,0,0.00675917070345525,0,Virginia,Appalachian Power,2017,April,3046,450647,0.00675917070345525
Virginia,Appalachian Power,Electric,IOU,2017,May,450348,3630,0,0.00806043326494178,0,Virginia,Appalachian Power,2017,May,3630,450348,0.00806043326494178
Virginia,Appalachian Power,Electric,IOU,2017,June,450572,3165,0,0.00702440453468036,0,Virginia,Appalachian Power,2017,June,3165,450572,0.00702440453468036
Virginia,Appalachian Power,Electric,IOU,2017,July,450683,2193,0,0.00486594790573419,0,Virginia,Appalachian Power,2017,July,2193,450683,0.00486594790573419
Virginia,Appalachian Power,Electric,IOU,2017,August,450989,3716,0,0.00823966881675606,0,Virginia,Appalachian Power,2017,August,3716,450989,0.00823966881675606
Virginia,Appalachian Power,Electric,IOU,2017,September,451057,3038,0,0.00673529066171238,0,Virginia,Appalachian Power,2017,September,3038,451057,0.00673529066171238
Virginia,Appalachian Power,Electric,IOU,2017,October,451209,4194,0,0.0092950273598266,0,Virginia,Appalachian Power,2017,October,4194,451209,0.0092950273598266
Virginia,Appalachian Power,Electric,IOU,2017,November,451832,1780,0,0.00393951734272916,0,Virginia,Appalachian Power,2017,November,1780,451832,0.00393951734272916
Virginia,Appalachian Power,Electric,IOU,2017,December,452678,241,0,0.000532387259818237,0,Virginia,Appalachian Power,2017,December,241,452678,0.000532387259818237
Virginia,Appalachian Power,Electric,IOU,2018,January,453719,471,0,0.00103808745060269,0,Virginia,Appalachian Power,2018,January,471,453719,0.00103808745060269
Virginia,Appalachian Power,Electric,IOU,2018,February,453285,739,0,0.00163032087979968,0,Virginia,Appalachian Power,2018,February,739,453285,0.00163032087979968
Virginia,Appalachian Power,Electric,IOU,2018,March,453013,412,0,0.0009094661742599,0,Virginia,Appalachian Power,2018,March,412,453013,0.0009094661742599
Virginia,Appalachian Power,Electric,IOU,2018,April,452338,3676,0,0.00812666634242535,0,Virginia,Appalachian Power,2018,April,3676,452338,0.00812666634242535
Virginia,Appalachian Power,Electric,IOU,2018,May,451303,3722,0,0.00824723079616134,0,Virginia,Appalachian Power,2018,May,3722,451303,0.00824723079616134
Virginia,Appalachian Power,Electric,IOU,2018,June,451414,2631,0,0.00582835268733358,0,Virginia,Appalachian Power,2018,June,2631,451414,0.00582835268733358
Virginia,Appalachian Power,Electric,IOU,2018,July,451644,2739,0,0.00606451098652921,0,Virginia,Appalachian Power,2018,July,2739,451644,0.00606451098652921
Virginia,Appalachian Power,Electric,IOU,2018,August,451868,3821,0,0.00845600927704551,0,Virginia,Appalachian Power,2018,August,3821,451868,0.00845600927704551
Virginia,Appalachian Power,Electric,IOU,2018,September,451997,2443,0,0.00540490312988803,0,Virginia,Appalachian Power,2018,September,2443,451997,0.00540490312988803
Virginia,Appalachian Power,Electric,IOU,2018,October,452056,5160,0,0.0114145150158387,0,Virginia,Appalachian Power,2018,October,5160,452056,0.0114145150158387
Virginia,Appalachian Power,Electric,IOU,2018,November,452467,1896,0,0.00419036084399525,0,Virginia,Appalachian Power,2018,November,1896,452467,0.00419036084399525
Virginia,Appalachian Power,Electric,IOU,2018,December,453123,139,0,0.000306759974664716,0,Virginia,Appalachian Power,2018,December,139,453123,0.000306759974664716
Virginia,Appalachian Power,Electric,IOU,2019,January,453609,1719,0,0.00378960734906053,0,Virginia,Appalachian Power,2019,January,1719,453609,0.00378960734906053
Virginia,Appalachian Power,Electric,IOU,2019,February,453435,3176,0,0.0070043115330753,0,Virginia,Appalachian Power,2019,February,3176,453435,0.0070043115330753
Virginia,Appalachian Power,Electric,IOU,2019,March,453324,3161,0,0.00697293767812867,0,Virginia,Appalachian Power,2019,March,3161,453324,0.00697293767812867
Virginia,Appalachian Power,Electric,IOU,2019,April,453010,5746,0,0.0126840467097857,0,Virginia,Appalachian Power,2019,April,5746,453010,0.0126840467097857
Virginia,Appalachian Power,Electric,IOU,2019,May,452724,5295,0,0.0116958676809712,0,Virginia,Appalachian Power,2019,May,5295,452724,0.0116958676809712
Virginia,Appalachian Power,Electric,IOU,2019,June,452272,4757,0,0.0105180068631266,0,Virginia,Appalachian Power,2019,June,4757,452272,0.0105180068631266
Virginia,Appalachian Power,Electric,IOU,2019,July,452965,4489,0,0.00991025796695109,0,Virginia,Appalachian Power,2019,July,4489,452965,0.00991025796695109
Virginia,Appalachian Power,Electric,IOU,2019,August,452854,5292,0,0.0116858855171866,0,Virginia,Appalachian Power,2019,August,5292,452854,0.0116858855171866
Virginia,Appalachian Power,Electric,IOU,2019,September,453461,4952,0,0.010920454019199,0,Virginia,Appalachian Power,2019,September,4952,453461,0.010920454019199
Virginia,Appalachian Power,Electric,IOU,2019,October,453498,6303,0,0.0138986279983594,0,Virginia,Appalachian Power,2019,October,6303,453498,0.0138986279983594
Virginia,Appalachian Power,Electric,IOU,2019,November,453883,3449,0,0.00759887459984181,0,Virginia,Appalachian Power,2019,November,3449,453883,0.00759887459984181
Virginia,Appalachian Power,Electric,IOU,2019,December,454765,1361,0,0.0029927544995767,0,Virginia,Appalachian Power,2019,December,1361,454765,0.0029927544995767
Virginia,Appalachian Power,Electric,IOU,2020,January,454934,2675,0,0.00587997379839713,0,Virginia,Appalachian Power,2020,January,2675,454934,0.00587997379839713
Virginia,Appalachian Power,Electric,IOU,2020,February,454960,4669,0,0.0102624406541234,0,Virginia,Appalachian Power,2020,February,4669,454960,0.0102624406541234
Virginia,Appalachian Power,Electric,IOU,2020,March,455030,3335,0,0.00732918708656572,0,Virginia,Appalachian Power,2020,March,3335,455030,0.00732918708656572
