State,postal_code,Utility Name,Year,Month,Total Connections,Total Disconnections,number_of_reconnections,month_num,year_month,Disconnection Rate,reconnection_rate,cbd_flag,service_type,direct_parent,ultimate_parent,quarter,total_disconnects
Maine,ME,Central Maine Power,2021,February,574957,0,0,2,2021.08333333333,0,0,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,March,574957,0,0,3,2021.16666666667,0,0,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,April,574957,961,765,4,2021.25,0.00167142934167251,0.00133053428343337,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,May,574957,9013,7550,5,2021.33333333333,0.0156759548974967,0.0131314167842117,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,June,574957,8186,7401,6,2021.41666666667,0.0142375864629877,0.0128722669695299,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,July,574957,6170,5782,7,2021.5,0.010731237292528,0.0100564042180546,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,August,574957,5233,4825,8,2021.58333333333,0.00910155020288474,0.00839193191838694,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,September,574957,7619,7102,9,2021.66666666667,0.0132514257587959,0.0123522280796651,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,October,574957,6462,6094,10,2021.75,0.0112391013588842,0.0105990534944352,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,November,574957,481,526,11,2021.83333333333,0.000836584301086864,0.000914851023641768,0,Electric/Gas,,,,
Maine,ME,Central Maine Power,2021,December,574957,0,2,12,2021.91666666667,0,3.47852100244018e-06,0,Electric/Gas,,,,
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,January,,0,,1,2020,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,February,,0,,2,2020.08333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,March,,0,,3,2020.16666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,April,,0,,4,2020.25,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,May,,0,,5,2020.33333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,June,,0,,6,2020.41666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,July,,0,,7,2020.5,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,August,,0,,8,2020.58333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,September,,0,,9,2020.66666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,October,,0,,10,2020.75,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,November,,0,,11,2020.83333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2020,December,,0,,12,2020.91666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,0
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,January,,,,1,2021,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,February,,,,2,2021.08333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,March,,,,3,2021.16666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,April,,,,4,2021.25,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,May,,,,5,2021.33333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,June,,,,6,2021.41666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,July,,,,7,2021.5,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,August,,,,8,2021.58333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,September,,,,9,2021.66666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,October,,,,10,2021.75,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,November,,,,11,2021.83333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2021,December,,,,12,2021.91666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,NoData
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,January,,,,1,2022,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,February,,,,2,2022.08333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,March,,,,3,2022.16666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",1,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,April,,,,4,2022.25,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,May,,,,5,2022.33333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,June,,,,6,2022.41666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",2,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,July,,,,7,2022.5,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,August,,,,8,2022.58333333333,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,September,,,,9,2022.66666666667,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",3,No data
Maine,ME,"Eastern Maine Electric Cooperative, Inc",2022,October,,,,10,2022.75,,,1,Electric,"","Eastern Maine Electric Cooperative, Inc",4,No data
Maine,ME,Fox Islands Electric Cooperative,2020,January,,0,,1,2020,,,1,Electric,"",Fox Islands Electric Cooperative,1,0
Maine,ME,Fox Islands Electric Cooperative,2020,February,,0,,2,2020.08333333333,,,1,Electric,"",Fox Islands Electric Cooperative,1,0
Maine,ME,Fox Islands Electric Cooperative,2020,March,,0,,3,2020.16666666667,,,1,Electric,"",Fox Islands Electric Cooperative,1,0
Maine,ME,Fox Islands Electric Cooperative,2020,April,,0,,4,2020.25,,,1,Electric,"",Fox Islands Electric Cooperative,2,0
Maine,ME,Fox Islands Electric Cooperative,2020,May,,0,,5,2020.33333333333,,,1,Electric,"",Fox Islands Electric Cooperative,2,0
Maine,ME,Fox Islands Electric Cooperative,2020,June,,0,,6,2020.41666666667,,,1,Electric,"",Fox Islands Electric Cooperative,2,0
Maine,ME,Fox Islands Electric Cooperative,2020,July,,0,,7,2020.5,,,1,Electric,"",Fox Islands Electric Cooperative,3,0
Maine,ME,Fox Islands Electric Cooperative,2020,August,,0,,8,2020.58333333333,,,1,Electric,"",Fox Islands Electric Cooperative,3,0
Maine,ME,Fox Islands Electric Cooperative,2020,September,,0,,9,2020.66666666667,,,1,Electric,"",Fox Islands Electric Cooperative,3,0
Maine,ME,Fox Islands Electric Cooperative,2020,October,,0,,10,2020.75,,,1,Electric,"",Fox Islands Electric Cooperative,4,0
Maine,ME,Fox Islands Electric Cooperative,2020,November,,0,,11,2020.83333333333,,,1,Electric,"",Fox Islands Electric Cooperative,4,0
Maine,ME,Fox Islands Electric Cooperative,2020,December,,0,,12,2020.91666666667,,,1,Electric,"",Fox Islands Electric Cooperative,4,0
Maine,ME,Fox Islands Electric Cooperative,2021,January,,,,1,2021,,,1,Electric,"",Fox Islands Electric Cooperative,1,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,February,,,,2,2021.08333333333,,,1,Electric,"",Fox Islands Electric Cooperative,1,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,March,,,,3,2021.16666666667,,,1,Electric,"",Fox Islands Electric Cooperative,1,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,April,,,,4,2021.25,,,1,Electric,"",Fox Islands Electric Cooperative,2,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,May,,,,5,2021.33333333333,,,1,Electric,"",Fox Islands Electric Cooperative,2,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,June,,,,6,2021.41666666667,,,1,Electric,"",Fox Islands Electric Cooperative,2,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,July,,,,7,2021.5,,,1,Electric,"",Fox Islands Electric Cooperative,3,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,August,,,,8,2021.58333333333,,,1,Electric,"",Fox Islands Electric Cooperative,3,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,September,,,,9,2021.66666666667,,,1,Electric,"",Fox Islands Electric Cooperative,3,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,October,,,,10,2021.75,,,1,Electric,"",Fox Islands Electric Cooperative,4,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,November,,,,11,2021.83333333333,,,1,Electric,"",Fox Islands Electric Cooperative,4,NoData
Maine,ME,Fox Islands Electric Cooperative,2021,December,,,,12,2021.91666666667,,,1,Electric,"",Fox Islands Electric Cooperative,4,NoData
Maine,ME,Fox Islands Electric Cooperative,2022,January,,,,1,2022,,,1,Electric,"",Fox Islands Electric Cooperative,1,No data
Maine,ME,Fox Islands Electric Cooperative,2022,February,,,,2,2022.08333333333,,,1,Electric,"",Fox Islands Electric Cooperative,1,No data
Maine,ME,Fox Islands Electric Cooperative,2022,March,,,,3,2022.16666666667,,,1,Electric,"",Fox Islands Electric Cooperative,1,No data
Maine,ME,Fox Islands Electric Cooperative,2022,April,,,,4,2022.25,,,1,Electric,"",Fox Islands Electric Cooperative,2,No data
Maine,ME,Fox Islands Electric Cooperative,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Fox Islands Electric Cooperative,2,No data
Maine,ME,Fox Islands Electric Cooperative,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Fox Islands Electric Cooperative,2,No data
Maine,ME,Fox Islands Electric Cooperative,2022,July,,,,7,2022.5,,,1,Electric,"",Fox Islands Electric Cooperative,3,No data
Maine,ME,Fox Islands Electric Cooperative,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Fox Islands Electric Cooperative,3,No data
Maine,ME,Fox Islands Electric Cooperative,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Fox Islands Electric Cooperative,3,No data
Maine,ME,Fox Islands Electric Cooperative,2022,October,,,,10,2022.75,,,1,Electric,"",Fox Islands Electric Cooperative,4,No data
Maine,ME,Houlton Water Company,2020,January,,0,,1,2020,,,1,Electric,"",Houlton Water Company,1,0
Maine,ME,Houlton Water Company,2020,February,,0,,2,2020.08333333333,,,1,Electric,"",Houlton Water Company,1,0
Maine,ME,Houlton Water Company,2020,March,,0,,3,2020.16666666667,,,1,Electric,"",Houlton Water Company,1,0
Maine,ME,Houlton Water Company,2020,April,,0,,4,2020.25,,,1,Electric,"",Houlton Water Company,2,0
Maine,ME,Houlton Water Company,2020,May,,0,,5,2020.33333333333,,,1,Electric,"",Houlton Water Company,2,0
Maine,ME,Houlton Water Company,2020,June,,0,,6,2020.41666666667,,,1,Electric,"",Houlton Water Company,2,0
Maine,ME,Houlton Water Company,2020,July,,0,,7,2020.5,,,1,Electric,"",Houlton Water Company,3,0
Maine,ME,Houlton Water Company,2020,August,,0,,8,2020.58333333333,,,1,Electric,"",Houlton Water Company,3,0
Maine,ME,Houlton Water Company,2020,September,,0,,9,2020.66666666667,,,1,Electric,"",Houlton Water Company,3,0
Maine,ME,Houlton Water Company,2020,October,,0,,10,2020.75,,,1,Electric,"",Houlton Water Company,4,0
Maine,ME,Houlton Water Company,2020,November,,0,,11,2020.83333333333,,,1,Electric,"",Houlton Water Company,4,0
Maine,ME,Houlton Water Company,2020,December,,0,,12,2020.91666666667,,,1,Electric,"",Houlton Water Company,4,0
Maine,ME,Houlton Water Company,2021,January,,,,1,2021,,,1,Electric,"",Houlton Water Company,1,NoData
Maine,ME,Houlton Water Company,2021,February,,,,2,2021.08333333333,,,1,Electric,"",Houlton Water Company,1,NoData
Maine,ME,Houlton Water Company,2021,March,,,,3,2021.16666666667,,,1,Electric,"",Houlton Water Company,1,NoData
Maine,ME,Houlton Water Company,2021,April,,,,4,2021.25,,,1,Electric,"",Houlton Water Company,2,NoData
Maine,ME,Houlton Water Company,2021,May,,,,5,2021.33333333333,,,1,Electric,"",Houlton Water Company,2,NoData
Maine,ME,Houlton Water Company,2021,June,,,,6,2021.41666666667,,,1,Electric,"",Houlton Water Company,2,NoData
Maine,ME,Houlton Water Company,2021,July,,,,7,2021.5,,,1,Electric,"",Houlton Water Company,3,NoData
Maine,ME,Houlton Water Company,2021,August,,,,8,2021.58333333333,,,1,Electric,"",Houlton Water Company,3,NoData
Maine,ME,Houlton Water Company,2021,September,,,,9,2021.66666666667,,,1,Electric,"",Houlton Water Company,3,NoData
Maine,ME,Houlton Water Company,2021,October,,,,10,2021.75,,,1,Electric,"",Houlton Water Company,4,NoData
Maine,ME,Houlton Water Company,2021,November,,,,11,2021.83333333333,,,1,Electric,"",Houlton Water Company,4,NoData
Maine,ME,Houlton Water Company,2021,December,,,,12,2021.91666666667,,,1,Electric,"",Houlton Water Company,4,NoData
Maine,ME,Houlton Water Company,2022,January,,,,1,2022,,,1,Electric,"",Houlton Water Company,1,No data
Maine,ME,Houlton Water Company,2022,February,,,,2,2022.08333333333,,,1,Electric,"",Houlton Water Company,1,No data
Maine,ME,Houlton Water Company,2022,March,,,,3,2022.16666666667,,,1,Electric,"",Houlton Water Company,1,No data
Maine,ME,Houlton Water Company,2022,April,,,,4,2022.25,,,1,Electric,"",Houlton Water Company,2,No data
Maine,ME,Houlton Water Company,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Houlton Water Company,2,No data
Maine,ME,Houlton Water Company,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Houlton Water Company,2,No data
Maine,ME,Houlton Water Company,2022,July,,,,7,2022.5,,,1,Electric,"",Houlton Water Company,3,No data
Maine,ME,Houlton Water Company,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Houlton Water Company,3,No data
Maine,ME,Houlton Water Company,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Houlton Water Company,3,No data
Maine,ME,Houlton Water Company,2022,October,,,,10,2022.75,,,1,Electric,"",Houlton Water Company,4,No data
Maine,ME,Kennebunk Light & Power District,2020,January,,0,,1,2020,,,1,Electric,"",Kennebunk Light & Power District,1,0
Maine,ME,Kennebunk Light & Power District,2020,February,,0,,2,2020.08333333333,,,1,Electric,"",Kennebunk Light & Power District,1,0
Maine,ME,Kennebunk Light & Power District,2020,March,,0,,3,2020.16666666667,,,1,Electric,"",Kennebunk Light & Power District,1,0
Maine,ME,Kennebunk Light & Power District,2020,April,,0,,4,2020.25,,,1,Electric,"",Kennebunk Light & Power District,2,0
Maine,ME,Kennebunk Light & Power District,2020,May,,0,,5,2020.33333333333,,,1,Electric,"",Kennebunk Light & Power District,2,0
Maine,ME,Kennebunk Light & Power District,2020,June,,0,,6,2020.41666666667,,,1,Electric,"",Kennebunk Light & Power District,2,0
Maine,ME,Kennebunk Light & Power District,2020,July,,0,,7,2020.5,,,1,Electric,"",Kennebunk Light & Power District,3,0
Maine,ME,Kennebunk Light & Power District,2020,August,,0,,8,2020.58333333333,,,1,Electric,"",Kennebunk Light & Power District,3,0
Maine,ME,Kennebunk Light & Power District,2020,September,,0,,9,2020.66666666667,,,1,Electric,"",Kennebunk Light & Power District,3,0
Maine,ME,Kennebunk Light & Power District,2020,October,,0,,10,2020.75,,,1,Electric,"",Kennebunk Light & Power District,4,0
Maine,ME,Kennebunk Light & Power District,2020,November,,0,,11,2020.83333333333,,,1,Electric,"",Kennebunk Light & Power District,4,0
Maine,ME,Kennebunk Light & Power District,2020,December,,0,,12,2020.91666666667,,,1,Electric,"",Kennebunk Light & Power District,4,0
Maine,ME,Kennebunk Light & Power District,2021,January,,,,1,2021,,,1,Electric,"",Kennebunk Light & Power District,1,NoData
Maine,ME,Kennebunk Light & Power District,2021,February,,,,2,2021.08333333333,,,1,Electric,"",Kennebunk Light & Power District,1,NoData
Maine,ME,Kennebunk Light & Power District,2021,March,,,,3,2021.16666666667,,,1,Electric,"",Kennebunk Light & Power District,1,NoData
Maine,ME,Kennebunk Light & Power District,2021,April,,,,4,2021.25,,,1,Electric,"",Kennebunk Light & Power District,2,NoData
Maine,ME,Kennebunk Light & Power District,2021,May,,,,5,2021.33333333333,,,1,Electric,"",Kennebunk Light & Power District,2,NoData
Maine,ME,Kennebunk Light & Power District,2021,June,,,,6,2021.41666666667,,,1,Electric,"",Kennebunk Light & Power District,2,NoData
Maine,ME,Kennebunk Light & Power District,2021,July,,,,7,2021.5,,,1,Electric,"",Kennebunk Light & Power District,3,NoData
Maine,ME,Kennebunk Light & Power District,2021,August,,,,8,2021.58333333333,,,1,Electric,"",Kennebunk Light & Power District,3,NoData
Maine,ME,Kennebunk Light & Power District,2021,September,,,,9,2021.66666666667,,,1,Electric,"",Kennebunk Light & Power District,3,NoData
Maine,ME,Kennebunk Light & Power District,2021,October,,,,10,2021.75,,,1,Electric,"",Kennebunk Light & Power District,4,NoData
Maine,ME,Kennebunk Light & Power District,2021,November,,,,11,2021.83333333333,,,1,Electric,"",Kennebunk Light & Power District,4,NoData
Maine,ME,Kennebunk Light & Power District,2021,December,,,,12,2021.91666666667,,,1,Electric,"",Kennebunk Light & Power District,4,NoData
Maine,ME,Kennebunk Light & Power District,2022,January,,,,1,2022,,,1,Electric,"",Kennebunk Light & Power District,1,No data
Maine,ME,Kennebunk Light & Power District,2022,February,,,,2,2022.08333333333,,,1,Electric,"",Kennebunk Light & Power District,1,No data
Maine,ME,Kennebunk Light & Power District,2022,March,,,,3,2022.16666666667,,,1,Electric,"",Kennebunk Light & Power District,1,No data
Maine,ME,Kennebunk Light & Power District,2022,April,,,,4,2022.25,,,1,Electric,"",Kennebunk Light & Power District,2,No data
Maine,ME,Kennebunk Light & Power District,2022,May,,,,5,2022.33333333333,,,1,Electric,"",Kennebunk Light & Power District,2,No data
Maine,ME,Kennebunk Light & Power District,2022,June,,,,6,2022.41666666667,,,1,Electric,"",Kennebunk Light & Power District,2,No data
Maine,ME,Kennebunk Light & Power District,2022,July,,,,7,2022.5,,,1,Electric,"",Kennebunk Light & Power District,3,No data
Maine,ME,Kennebunk Light & Power District,2022,August,,,,8,2022.58333333333,,,1,Electric,"",Kennebunk Light & Power District,3,No data
Maine,ME,Kennebunk Light & Power District,2022,September,,,,9,2022.66666666667,,,1,Electric,"",Kennebunk Light & Power District,3,No data
Maine,ME,Kennebunk Light & Power District,2022,October,,,,10,2022.75,,,1,Electric,"",Kennebunk Light & Power District,4,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2020,January,,0,,1,2020,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,February,,0,,2,2020.08333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,March,,0,,3,2020.16666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,April,,0,,4,2020.25,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,May,,0,,5,2020.33333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,June,,0,,6,2020.41666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,July,,0,,7,2020.5,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,August,,0,,8,2020.58333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,September,,0,,9,2020.66666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,October,,0,,10,2020.75,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,November,,0,,11,2020.83333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,0
Maine,ME,"Town of Madison, Dept of Electric Works",2020,December,,0,,12,2020.91666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,0
Maine,ME,"Town of Madison, Dept of Electric Works",2021,January,,,,1,2021,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,February,,,,2,2021.08333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,March,,,,3,2021.16666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,April,,,,4,2021.25,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,May,,,,5,2021.33333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,June,,,,6,2021.41666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,July,,,,7,2021.5,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,August,,,,8,2021.58333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,September,,,,9,2021.66666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,October,,,,10,2021.75,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,November,,,,11,2021.83333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2021,December,,,,12,2021.91666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,NoData
Maine,ME,"Town of Madison, Dept of Electric Works",2022,January,,,,1,2022,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,February,,,,2,2022.08333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,March,,,,3,2022.16666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",1,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,April,,,,4,2022.25,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,May,,,,5,2022.33333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,June,,,,6,2022.41666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",2,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,July,,,,7,2022.5,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,August,,,,8,2022.58333333333,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,September,,,,9,2022.66666666667,,,1,Electric,"","Town of Madison, Dept of Electric Works",3,No data
Maine,ME,"Town of Madison, Dept of Electric Works",2022,October,,,,10,2022.75,,,1,Electric,"","Town of Madison, Dept of Electric Works",4,No data
Maine,ME,Van Buren Light & Power,2020,January,,1,,1,2020,,,1,Electric,"",Van Buren Light & Power,1,1
Maine,ME,Van Buren Light & Power,2020,February,,0,,2,2020.08333333333,,,1,Electric,"",Van Buren Light & Power,1,0
Maine,ME,Van Buren Light & Power,2020,March,,0,,3,2020.16666666667,,,1,Electric,"",Van Buren Light & Power,1,0
Maine,ME,Van Buren Light & Power,2020,April,,0,,4,2020.25,,,1,Electric,"",Van Buren Light & Power,2,0
Maine,ME,Van Buren Light & Power,2020,May,,0,,5,2020.33333333333,,,1,Electric,"",Van Buren Light & Power,2,0
Maine,ME,Van Buren Light & Power,2020,June,,0,,6,2020.41666666667,,,1,Electric,"",Van Buren Light & Power,2,0
Maine,ME,Van Buren Light & Power,2020,July,,0,,7,2020.5,,,1,Electric,"",Van Buren Light & Power,3,0
Maine,ME,Van Buren Light & Power,2020,August,,0,,8,2020.58333333333,,,1,Electric,"",Van Buren Light & Power,3,0
Maine,ME,Van Buren Light & Power,2020,September,,0,,9,2020.66666666667,,,1,Electric,"",Van Buren Light & Power,3,0
Maine,ME,Van Buren Light & Power,2020,October,,0,,10,2020.75,,,1,Electric,"",Van Buren Light & Power,4,0
Maine,ME,Van Buren Light & Power,2020,November,,0,,11,2020.83333333333,,,1,Electric,"",Van Buren Light & Power,4,0
Maine,ME,Van Buren Light & Power,2020,December,,1,,12,2020.91666666667,,,1,Electric,"",Van Buren Light & Power,4,1
Maine,ME,Van Buren Light & Power,2021,January,,,,1,2021,,,1,Electric,"",Van Buren Light & Power,1,NoData
Maine,ME,Van Buren Light & Power,2021,February,,,,2,2021.08333333333,,,1,Electric,"",Van Buren Light & Power,1,NoData
Maine,ME,Van Buren Light & Power,2021,March,,,,3,2021.16666666667,,,1,Electric,"",Van Buren Light & Power,1,NoData
Maine,ME,Van Buren Light & Power,2021,April,,,,4,2021.25,,,1,Electric,"",Van Buren Light & Power,2,NoData
Maine,ME,Van Buren Light & Power,2021,May,,,,5,2021.33333333333,,,1,Electric,"",Van Buren Light & Power,2,NoData
Maine,ME,Van Buren Light & Power,2021,June,,,,6,2021.41666666667,,,1,Electric,"",Van Buren Light & Power,2,NoData
Maine,ME,Van Buren Light & Power,2021,July,,,,7,2021.5,,,1,Electric,"",Van Buren Light & Power,3,NoData
Maine,ME,Van Buren Light & Power,2021,August,,,,8,2021.58333333333,,,1,Electric,"",Van Buren Light & Power,3,NoData
Maine,ME,Van Buren Light & Power,2021,September,,,,9,2021.66666666667,,,1,Electric,"",Van Buren Light & Power,3,NoData
Maine,ME,Van Buren Light & Power,2021,October,,,,10,2021.75,,,1,Electric,"",Van Buren Light & Power,4,NoData
Maine,ME,Van Buren Light & Power,2021,November,,,,11,2021.83333333333,,,1,Electric,"",Van Buren Light & Power,4,NoData
